timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1784906597245,64,01 POST /api/auth/login,200,OK,Light Load - 10 users over 30s 1-5,text,true,,1469,543,10,10,http://localhost:5000/api/auth/login,64,0,0
1784906597245,67,02 GET / (index.html),200,OK,Light Load - 10 users over 30s 1-4,text,true,,1778,444,10,10,http://localhost:5000/,67,0,0
1784906596948,372,09 GET /api/appointments (day view),200,OK,Light Load - 10 users over 30s 1-1,text,true,,1775,460,10,10,http://localhost:5000/api/appointments,372,0,3
1784906596964,498,05 GET /api/dashboard/stats,200,OK,Light Load - 10 users over 30s 1-2,text,true,,1187,463,10,10,http://localhost:5000/api/dashboard/stats,498,0,1
1784906597260,364,07 GET /api/patients?search= (name search),200,OK,Light Load - 10 users over 30s 1-3,text,true,,1129,482,10,10,http://localhost:5000/api/patients?search=jb&page=1&limit=20,363,0,0
1784906593079,4572,08 GET /api/patients/{id} (record with history),200,OK,Light Load - 10 users over 30s 1-8,text,true,,10493,459,10,10,http://localhost:5000/api/patients/28,4572,0,0
1784906597617,153,06 GET /api/patients (paginated list),200,OK,Light Load - 10 users over 30s 1-7,text,true,,10066,473,10,10,http://localhost:5000/api/patients?page=46&limit=20,153,0,0
1784906597819,2,02 GET / (index.html),200,OK,Light Load - 10 users over 30s 1-5,text,true,,1778,444,10,10,http://localhost:5000/,2,0,0
1784906597819,3,03 GET /assets/index.js (main bundle),200,OK,Light Load - 10 users over 30s 1-4,text,true,,488575,459,10,10,http://localhost:5000/assets/index.js,2,0,0
1784906597835,61,01 POST /api/auth/login,200,OK,Light Load - 10 users over 30s 1-1,text,true,,1469,543,10,10,http://localhost:5000/api/auth/login,61,0,0
1784906597726,339,07 GET /api/patients?search= (name search),200,OK,Light Load - 10 users over 30s 1-10,text,true,,1129,482,10,10,http://localhost:5000/api/patients?search=tu&page=1&limit=20,339,0,0
1784906597974,152,06 GET /api/patients (paginated list),200,OK,Light Load - 10 users over 30s 1-2,text,true,,10160,472,10,10,http://localhost:5000/api/patients?page=8&limit=20,152,0,0
1784906598334,2,04 GET /assets/index.css,200,OK,Light Load - 10 users over 30s 1-4,text,true,,49971,460,10,10,http://localhost:5000/assets/index.css,2,0,0
1784906598334,4,03 GET /assets/index.js (main bundle),200,OK,Light Load - 10 users over 30s 1-5,text,true,,488575,459,10,10,http://localhost:5000/assets/index.js,3,0,0
1784906598411,1,02 GET / (index.html),200,OK,Light Load - 10 users over 30s 1-1,text,true,,1778,444,10,10,http://localhost:5000/,1,0,0
1784906598162,392,09 GET /api/appointments (day view),200,OK,Light Load - 10 users over 30s 1-8,text,true,,1775,460,10,10,http://localhost:5000/api/appointments,392,0,0
1784906598271,305,07 GET /api/patients?search= (name search),200,OK,Light Load - 10 users over 30s 1-7,text,true,,1129,482,10,10,http://localhost:5000/api/patients?search=qi&page=1&limit=20,305,0,0
1784906598847,3,04 GET /assets/index.css,200,OK,Light Load - 10 users over 30s 1-5,text,true,,49971,460,10,10,http://localhost:5000/assets/index.css,3,0,0
1784906598925,3,03 GET /assets/index.js (main bundle),200,OK,Light Load - 10 users over 30s 1-1,text,true,,488575,459,10,10,http://localhost:5000/assets/index.js,2,0,0
1784906598628,310,07 GET /api/patients?search= (name search),200,OK,Light Load - 10 users over 30s 1-2,text,true,,9984,482,10,10,http://localhost:5000/api/patients?search=du&page=1&limit=20,310,0,0
1784906599064,64,01 POST /api/auth/login,200,OK,Light Load - 10 users over 30s 1-8,text,true,,1469,543,10,10,http://localhost:5000/api/auth/login,63,0,0
1784906598847,515,05 GET /api/dashboard/stats,200,OK,Light Load - 10 users over 30s 1-4,text,true,,1187,463,10,10,http://localhost:5000/api/dashboard/stats,515,0,0
1784906599439,4,04 GET /assets/index.css,200,OK,Light Load - 10 users over 30s 1-1,text,true,,49971,460,10,10,http://localhost:5000/assets/index.css,4,0,0
1784906595084,4471,08 GET /api/patients/{id} (record with history),200,OK,Light Load - 10 users over 30s 1-6,text,true,,10516,459,10,10,http://localhost:5000/api/patients/36,4471,0,0
1784906599640,2,02 GET / (index.html),200,OK,Light Load - 10 users over 30s 1-8,text,true,,1778,444,10,10,http://localhost:5000/,2,0,0
1784906599360,536,05 GET /api/dashboard/stats,200,OK,Light Load - 10 users over 30s 1-5,text,true,,1187,463,10,10,http://localhost:5000/api/dashboard/stats,536,0,0
1784906599874,144,06 GET /api/patients (paginated list),200,OK,Light Load - 10 users over 30s 1-4,text,true,,10180,473,10,10,http://localhost:5000/api/patients?page=11&limit=20,144,0,0
1784906600154,4,03 GET /assets/index.js (main bundle),200,OK,Light Load - 10 users over 30s 1-8,text,true,,488575,459,10,10,http://localhost:5000/assets/index.js,2,0,0
1784906594881,5344,08 GET /api/patients/{id} (record with history),200,OK,Light Load - 10 users over 30s 1-9,text,true,,12416,459,10,10,http://localhost:5000/api/patients/10,5344,0,0
1784906600061,355,09 GET /api/appointments (day view),200,OK,Light Load - 10 users over 30s 1-6,text,true,,1775,460,10,10,http://localhost:5000/api/appointments,355,0,0
1784906599952,471,05 GET /api/dashboard/stats,200,OK,Light Load - 10 users over 30s 1-1,text,true,,1187,463,10,10,http://localhost:5000/api/dashboard/stats,471,0,0
1784906600402,173,06 GET /api/patients (paginated list),200,OK,Light Load - 10 users over 30s 1-5,text,true,,10028,473,10,10,http://localhost:5000/api/patients?page=27&limit=20,172,0,0
1784906600667,2,04 GET /assets/index.css,200,OK,Light Load - 10 users over 30s 1-8,text,true,,49971,460,10,10,http://localhost:5000/assets/index.css,2,0,0
1784906600527,334,07 GET /api/patients?search= (name search),200,OK,Light Load - 10 users over 30s 1-4,text,true,,1129,482,10,10,http://localhost:5000/api/patients?search=vt&page=1&limit=20,334,0,0
1784906600918,74,01 POST /api/auth/login,200,OK,Light Load - 10 users over 30s 1-6,text,true,,1469,543,10,10,http://localhost:5000/api/auth/login,73,0,0
1784906600729,350,09 GET /api/appointments (day view),200,OK,Light Load - 10 users over 30s 1-9,text,true,,1775,460,10,10,http://localhost:5000/api/appointments,349,0,0
1784906600932,208,06 GET /api/patients (paginated list),200,OK,Light Load - 10 users over 30s 1-1,text,true,,10113,472,10,10,http://localhost:5000/api/patients?page=7&limit=20,208,0,0
1784906601088,386,07 GET /api/patients?search= (name search),200,OK,Light Load - 10 users over 30s 1-5,text,true,,1129,482,10,10,http://localhost:5000/api/patients?search=rz&page=1&limit=20,386,0,0
1784906601494,2,02 GET / (index.html),200,OK,Light Load - 10 users over 30s 1-6,text,true,,1778,444,10,10,http://localhost:5000/,2,0,0
1784906601584,62,01 POST /api/auth/login,200,OK,Light Load - 10 users over 30s 1-9,text,true,,1469,543,10,10,http://localhost:5000/api/auth/login,62,0,0
1784906601182,527,05 GET /api/dashboard/stats,200,OK,Light Load - 10 users over 30s 1-8,text,true,,1187,463,10,10,http://localhost:5000/api/dashboard/stats,527,0,0
1784906602003,4,03 GET /assets/index.js (main bundle),200,OK,Light Load - 10 users over 30s 1-6,text,true,,488575,459,10,10,http://localhost:5000/assets/index.js,2,0,0
1784906598131,3893,08 GET /api/patients/{id} (record with history),200,OK,Light Load - 10 users over 30s 1-3,text,true,,9935,459,10,10,http://localhost:5000/api/patients/15,3893,0,0
1784906601646,394,07 GET /api/patients?search= (name search),200,OK,Light Load - 10 users over 30s 1-1,text,true,,10336,482,10,10,http://localhost:5000/api/patients?search=ke&page=1&limit=20,394,0,0
1784906602159,2,02 GET / (index.html),200,OK,Light Load - 10 users over 30s 1-9,text,true,,1778,444,10,10,http://localhost:5000/,2,0,0
1784906602221,152,06 GET /api/patients (paginated list),200,OK,Light Load - 10 users over 30s 1-8,text,true,,9970,473,10,10,http://localhost:5000/api/patients?page=34&limit=20,152,0,0
1784906602517,2,04 GET /assets/index.css,200,OK,Light Load - 10 users over 30s 1-6,text,true,,49971,460,10,10,http://localhost:5000/assets/index.css,2,0,0
1784906602672,3,03 GET /assets/index.js (main bundle),200,OK,Light Load - 10 users over 30s 1-9,text,true,,488575,459,10,10,http://localhost:5000/assets/index.js,2,0,0
1784906602533,412,09 GET /api/appointments (day view),200,OK,Light Load - 10 users over 30s 1-3,text,true,,1775,460,10,10,http://localhost:5000/api/appointments,412,0,1
1784906603189,2,04 GET /assets/index.css,200,OK,Light Load - 10 users over 30s 1-9,text,true,,49971,460,10,10,http://localhost:5000/assets/index.css,2,0,0
1784906602875,361,07 GET /api/patients?search= (name search),200,OK,Light Load - 10 users over 30s 1-8,text,true,,10174,482,10,10,http://localhost:5000/api/patients?search=ca&page=1&limit=20,361,0,0
1784906599439,3991,08 GET /api/patients/{id} (record with history),200,OK,Light Load - 10 users over 30s 1-2,text,true,,9935,459,10,10,http://localhost:5000/api/patients/15,3991,0,0
1784906598567,4876,08 GET /api/patients/{id} (record with history),200,OK,Light Load - 10 users over 30s 1-10,text,true,,11718,459,10,10,http://localhost:5000/api/patients/24,4876,0,0
1784906603032,562,05 GET /api/dashboard/stats,200,OK,Light Load - 10 users over 30s 1-6,text,true,,1187,463,10,10,http://localhost:5000/api/dashboard/stats,562,0,0
1784906599080,4620,08 GET /api/patients/{id} (record with history),200,OK,Light Load - 10 users over 30s 1-7,text,true,,12316,459,10,10,http://localhost:5000/api/patients/34,4620,0,0
1784906603702,546,05 GET /api/dashboard/stats,200,OK,Light Load - 10 users over 30s 1-9,text,true,,1187,463,10,10,http://localhost:5000/api/dashboard/stats,546,0,0
1784906603936,383,09 GET /api/appointments (day view),200,OK,Light Load - 10 users over 30s 1-2,text,true,,1775,460,10,10,http://localhost:5000/api/appointments,383,0,0
1784906604104,217,06 GET /api/patients (paginated list),200,OK,Light Load - 10 users over 30s 1-6,text,true,,10017,472,10,10,http://localhost:5000/api/patients?page=5&limit=20,217,0,0
1784906603951,391,09 GET /api/appointments (day view),200,OK,Light Load - 10 users over 30s 1-10,text,true,,1775,460,10,10,http://localhost:5000/api/appointments,391,0,0
1784906604212,403,09 GET /api/appointments (day view),200,OK,Light Load - 10 users over 30s 1-7,text,true,,1775,460,10,10,http://localhost:5000/api/appointments,403,0,0
1784906604830,99,01 POST /api/auth/login,200,OK,Light Load - 10 users over 30s 1-2,text,true,,1469,543,10,10,http://localhost:5000/api/auth/login,99,0,0
1784906604845,158,01 POST /api/auth/login,200,OK,Light Load - 10 users over 30s 1-10,text,true,,1469,543,10,10,http://localhost:5000/api/auth/login,158,0,0
1784906604752,256,06 GET /api/patients (paginated list),200,OK,Light Load - 10 users over 30s 1-9,text,true,,10181,473,10,10,http://localhost:5000/api/patients?page=15&limit=20,256,0,0
1784906605122,68,01 POST /api/auth/login,200,OK,Light Load - 10 users over 30s 1-7,text,true,,1469,543,10,10,http://localhost:5000/api/auth/login,68,0,0
1784906604830,360,07 GET /api/patients?search= (name search),200,OK,Light Load - 10 users over 30s 1-6,text,true,,1129,482,10,10,http://localhost:5000/api/patients?search=kj&page=1&limit=20,360,0,0
1784906601368,3917,08 GET /api/patients/{id} (record with history),200,OK,Light Load - 10 users over 30s 1-4,text,true,,9958,459,10,10,http://localhost:5000/api/patients/25,3917,0,0
1784906605431,2,02 GET / (index.html),200,OK,Light Load - 10 users over 30s 1-2,text,true,,1778,444,10,10,http://localhost:5000/,2,0,0
1784906605508,1,02 GET / (index.html),200,OK,Light Load - 10 users over 30s 1-10,text,true,,1778,444,10,10,http://localhost:5000/,1,0,0
1784906605693,3,02 GET / (index.html),200,OK,Light Load - 10 users over 30s 1-7,text,true,,1778,444,10,10,http://localhost:5000/,3,0,0
1784906605523,336,07 GET /api/patients?search= (name search),200,OK,Light Load - 10 users over 30s 1-9,text,true,,1129,482,10,10,http://localhost:5000/api/patients?search=rx&page=1&limit=20,336,0,0
1784906605940,3,03 GET /assets/index.js (main bundle),200,OK,Light Load - 10 users over 30s 1-2,text,true,,488575,459,10,10,http://localhost:5000/assets/index.js,2,0,0
1784906606018,2,03 GET /assets/index.js (main bundle),200,OK,Light Load - 10 users over 30s 1-10,text,true,,488575,459,10,10,http://localhost:5000/assets/index.js,1,0,0
1784906601988,4187,08 GET /api/patients/{id} (record with history),200,OK,Light Load - 10 users over 30s 1-5,text,true,,10528,459,10,10,http://localhost:5000/api/patients/18,4187,0,0
1784906605800,383,09 GET /api/appointments (day view),200,OK,Light Load - 10 users over 30s 1-4,text,true,,1775,460,10,10,http://localhost:5000/api/appointments,383,0,1
1784906606206,3,03 GET /assets/index.js (main bundle),200,OK,Light Load - 10 users over 30s 1-7,text,true,,488575,459,10,10,http://localhost:5000/assets/index.js,1,0,0
1784906606454,2,04 GET /assets/index.css,200,OK,Light Load - 10 users over 30s 1-2,text,true,,49971,460,10,10,http://localhost:5000/assets/index.css,2,0,0
1784906606532,3,04 GET /assets/index.css,200,OK,Light Load - 10 users over 30s 1-10,text,true,,49971,460,10,10,http://localhost:5000/assets/index.css,3,0,0
1784906603452,3124,10 POST /api/ai/pre-appointment/{id},200,OK,Light Load - 10 users over 30s 1-3,text,true,,2420,489,10,10,http://localhost:5000/api/ai/pre-appointment/24,3124,0,0
1784906606685,74,01 POST /api/auth/login,200,OK,Light Load - 10 users over 30s 1-4,text,true,,1469,543,10,10,http://localhost:5000/api/auth/login,74,0,0
1784906606716,47,04 GET /assets/index.css,200,OK,Light Load - 10 users over 30s 1-7,text,true,,49971,460,10,10,http://localhost:5000/assets/index.css,47,0,0
1784906607089,95,01 POST /api/auth/login,200,OK,Light Load - 10 users over 30s 1-3,text,true,,1469,543,10,10,http://localhost:5000/api/auth/login,95,0,0
1784906606685,504,09 GET /api/appointments (day view),200,OK,Light Load - 10 users over 30s 1-5,text,true,,1775,460,10,10,http://localhost:5000/api/appointments,504,0,1
1784906607261,2,02 GET / (index.html),200,OK,Light Load - 10 users over 30s 1-4,text,true,,1778,444,10,10,http://localhost:5000/,2,0,0
1784906606965,521,05 GET /api/dashboard/stats,200,OK,Light Load - 10 users over 30s 1-2,text,true,,1187,463,10,10,http://localhost:5000/api/dashboard/stats,521,0,0
1784906602549,4994,08 GET /api/patients/{id} (record with history),200,OK,Light Load - 10 users over 30s 1-1,text,true,,11979,458,10,10,http://localhost:5000/api/patients/6,4994,0,0
1784906607043,535,05 GET /api/dashboard/stats,200,OK,Light Load - 10 users over 30s 1-10,text,true,,1187,463,10,10,http://localhost:5000/api/dashboard/stats,535,0,0
1784906607698,61,02 GET / (index.html),200,OK,Light Load - 10 users over 30s 1-3,text,true,,1778,444,10,10,http://localhost:5000/,61,0,0
1784906607698,62,01 POST /api/auth/login,200,OK,Light Load - 10 users over 30s 1-5,text,true,,1469,543,10,10,http://localhost:5000/api/auth/login,62,0,0
1784906607775,3,03 GET /assets/index.js (main bundle),200,OK,Light Load - 10 users over 30s 1-4,text,true,,488575,459,10,10,http://localhost:5000/assets/index.js,2,0,0
1784906607276,515,05 GET /api/dashboard/stats,200,OK,Light Load - 10 users over 30s 1-7,text,true,,1187,463,10,10,http://localhost:5000/api/dashboard/stats,515,0,0
1784906607993,148,06 GET /api/patients (paginated list),200,OK,Light Load - 10 users over 30s 1-2,text,true,,10137,473,10,10,http://localhost:5000/api/patients?page=35&limit=20,148,0,0
1784906608086,185,06 GET /api/patients (paginated list),200,OK,Light Load - 10 users over 30s 1-10,text,true,,10085,473,10,10,http://localhost:5000/api/patients?page=20&limit=20,185,0,0
1784906608272,2,02 GET / (index.html),200,OK,Light Load - 10 users over 30s 1-5,text,true,,1778,444,10,10,http://localhost:5000/,2,0,0
1784906608272,4,03 GET /assets/index.js (main bundle),200,OK,Light Load - 10 users over 30s 1-3,text,true,,488575,459,10,10,http://localhost:5000/assets/index.js,2,0,0
1784906608287,2,04 GET /assets/index.css,200,OK,Light Load - 10 users over 30s 1-4,text,true,,49971,460,10,10,http://localhost:5000/assets/index.css,2,0,0
1784906608055,349,09 GET /api/appointments (day view),200,OK,Light Load - 10 users over 30s 1-1,text,true,,1775,460,10,10,http://localhost:5000/api/appointments,349,0,0
1784906608302,161,06 GET /api/patients (paginated list),200,OK,Light Load - 10 users over 30s 1-7,text,true,,10044,473,10,10,http://localhost:5000/api/patients?page=22&limit=20,161,0,0
1784906608784,3,04 GET /assets/index.css,200,OK,Light Load - 10 users over 30s 1-3,text,true,,49971,460,10,10,http://localhost:5000/assets/index.css,3,0,0
1784906608784,5,03 GET /assets/index.js (main bundle),200,OK,Light Load - 10 users over 30s 1-5,text,true,,488575,459,10,10,http://localhost:5000/assets/index.js,3,0,0
1784906608909,65,01 POST /api/auth/login,200,OK,Light Load - 10 users over 30s 1-1,text,true,,1469,543,10,10,http://localhost:5000/api/auth/login,65,0,0
1784906608643,332,07 GET /api/patients?search= (name search),200,OK,Light Load - 10 users over 30s 1-2,text,true,,1129,482,10,10,http://localhost:5000/api/patients?search=pk&page=1&limit=20,332,0,0
1784906608784,344,07 GET /api/patients?search= (name search),200,OK,Light Load - 10 users over 30s 1-10,text,true,,1129,482,10,10,http://localhost:5000/api/patients?search=wb&page=1&limit=20,344,0,0
1784906603748,5427,08 GET /api/patients/{id} (record with history),200,OK,Light Load - 10 users over 30s 1-8,text,true,,11979,458,10,10,http://localhost:5000/api/patients/6,5427,0,0
1784906608800,476,05 GET /api/dashboard/stats,200,OK,Light Load - 10 users over 30s 1-4,text,true,,1187,463,10,10,http://localhost:5000/api/dashboard/stats,476,0,0
1784906608971,324,07 GET /api/patients?search= (name search),200,OK,Light Load - 10 users over 30s 1-7,text,true,,1129,482,10,10,http://localhost:5000/api/patients?search=gm&page=1&limit=20,324,0,0
1784906609299,4,04 GET /assets/index.css,200,OK,Light Load - 10 users over 30s 1-5,text,true,,49971,460,10,10,http://localhost:5000/assets/index.css,4,0,0
1784906609486,3,02 GET / (index.html),200,OK,Light Load - 10 users over 30s 1-1,text,true,,1778,444,10,10,http://localhost:5000/,3,0,0
1784906609299,558,05 GET /api/dashboard/stats,200,OK,Light Load - 10 users over 30s 1-3,text,true,,1187,463,10,10,http://localhost:5000/api/dashboard/stats,558,0,0
1784906609781,220,06 GET /api/patients (paginated list),200,OK,Light Load - 10 users over 30s 1-4,text,true,,9932,473,10,10,http://localhost:5000/api/patients?page=37&limit=20,220,0,0
1784906609999,4,03 GET /assets/index.js (main bundle),200,OK,Light Load - 10 users over 30s 1-1,text,true,,488575,459,10,10,http://localhost:5000/assets/index.js,3,0,0
1784906609688,323,09 GET /api/appointments (day view),200,OK,Light Load - 10 users over 30s 1-8,text,true,,1775,460,10,10,http://localhost:5000/api/appointments,323,0,0
1784906609812,542,05 GET /api/dashboard/stats,200,OK,Light Load - 10 users over 30s 1-5,text,true,,1187,463,10,10,http://localhost:5000/api/dashboard/stats,542,0,0
1784906610514,74,01 POST /api/auth/login,200,OK,Light Load - 10 users over 30s 1-8,text,true,,1469,543,10,10,http://localhost:5000/api/auth/login,74,0,0
1784906610358,234,06 GET /api/patients (paginated list),200,OK,Light Load - 10 users over 30s 1-3,text,true,,9980,473,10,10,http://localhost:5000/api/patients?page=44&limit=20,234,0,0
1784906610514,79,04 GET /assets/index.css,200,OK,Light Load - 10 users over 30s 1-1,text,true,,49971,460,10,10,http://localhost:5000/assets/index.css,79,0,0
1784906610514,373,07 GET /api/patients?search= (name search),200,OK,Light Load - 10 users over 30s 1-4,text,true,,1129,482,10,10,http://localhost:5000/api/patients?search=ms&page=1&limit=20,373,0,0
1784906610855,129,06 GET /api/patients (paginated list),200,OK,Light Load - 10 users over 30s 1-5,text,true,,9970,473,10,10,http://localhost:5000/api/patients?page=34&limit=20,129,0,0
1784906611104,6,02 GET / (index.html),200,OK,Light Load - 10 users over 30s 1-8,text,true,,1778,444,10,10,http://localhost:5000/,6,0,0
1784906605693,5442,08 GET /api/patients/{id} (record with history),200,OK,Light Load - 10 users over 30s 1-6,text,true,,12373,459,10,10,http://localhost:5000/api/patients/31,5442,0,0
